100,0.000010,0.000054,0.000611,0.000016,0.000008
5100,0.000645,0.000337,0.000202,0.000311,0.000367
10100,0.000993,0.000559,0.001324,0.000590,0.000725
15100,0.001522,0.000880,0.000478,0.000860,0.001061
20100,0.002006,0.001025,0.000588,0.001147,0.001465
